date,lake_surface_water_temperature
2010-06-16,279.656
2010-06-16,279.656
2010-06-17,281.491
2010-06-17,281.491
2010-06-18,280.779
2010-06-18,280.779
2010-06-19,278.996
2010-06-19,278.996
2010-06-20,278.5
2010-06-20,278.5
2010-06-21,278.892
2010-06-21,278.892
2010-06-22,278.427
2010-06-22,278.427
2010-06-23,279.464
2010-06-23,279.464
2010-06-24,277.462
2010-06-24,277.462
2010-06-25,280.327
2010-06-25,280.327
2010-06-26,280.141
2010-06-26,280.141
2010-06-27,279.856
2010-06-27,279.856
2010-06-28,279.849
2010-06-28,279.849
2010-06-29,277.642
2010-06-29,277.642
2010-06-30,276.519
2010-06-30,276.519
2010-07-01,278.739
2010-07-01,278.739
2010-07-02,280.651
2010-07-02,280.651
2010-07-03,280.163
2010-07-03,280.163
2010-07-04,279.532
2010-07-04,279.532
2010-07-05,279.508
2010-07-05,279.508
2010-07-06,281.393
2010-07-06,281.393
2010-07-07,279.345
2010-07-07,279.345
2010-07-08,278.428
2010-07-08,278.428
2010-07-09,277.097
2010-07-09,277.097
2010-07-10,278.229
2010-07-10,278.229
2010-07-11,278.471
2010-07-11,278.471
2010-07-12,277.12
2010-07-12,277.12
2010-07-13,277.588
2010-07-13,277.588
2010-07-14,275.821
2010-07-14,275.821
2010-07-15,276.84
2010-07-15,276.84
2010-07-16,275.015
2010-07-16,275.015
2010-07-18,274.215
2010-07-18,274.215
2010-07-19,271.41
2010-07-19,271.41
2010-07-20,275.5
2010-07-20,275.5
2010-07-21,277.932
2010-07-21,277.932
2010-07-22,276.987
2010-07-22,276.987
2010-07-23,276.725
2010-07-23,276.725
2010-07-24,278.004
2010-07-24,278.004
2010-07-25,275.762
2010-07-25,275.762
2010-07-26,279.441
2010-07-26,279.441
2010-07-27,279.39
2010-07-27,279.39
2010-07-28,278.605
2010-07-28,278.605
2010-07-29,278.961
2010-07-29,278.961
2010-07-30,279.189
2010-07-30,279.189
2010-07-31,279.78
2010-07-31,279.78
2010-08-01,276.558
2010-08-01,276.558
2010-08-02,275.435
2010-08-02,275.435
2010-08-03,277.524
2010-08-03,277.524
2010-08-05,279.384
2010-08-05,279.384
2010-08-06,280.132
2010-08-06,280.132
2010-08-07,279.75
2010-08-07,279.75
2010-08-08,279.625
2010-08-08,279.625
2010-08-09,282.017
2010-08-09,282.017
2010-08-10,281.52
2010-08-10,281.52
2010-08-11,280.005
2010-08-11,280.005
2010-08-13,276.161
2010-08-13,276.161
2010-08-14,281.961
2010-08-14,281.961
2010-08-15,281.654
2010-08-15,281.654
2010-08-16,280.357
2010-08-16,280.357
2010-08-17,280.325
2010-08-17,280.325
2010-08-18,279.022
2010-08-18,279.022
2010-08-19,283.694
2010-08-19,283.694
2010-08-20,282.862
2010-08-20,282.862
2010-08-21,281.092
2010-08-21,281.092
2010-08-22,280.746
2010-08-22,280.746
2010-08-23,279.679
2010-08-23,279.679
2010-08-24,283.603
2010-08-24,283.603
2010-08-25,283.308
2010-08-25,283.308
2010-08-26,282.3
2010-08-26,282.3
2010-08-27,281.318
2010-08-27,281.318
2010-08-28,281.423
2010-08-28,281.423
2010-08-29,282.893
2010-08-29,282.893
2010-08-30,284.622
2010-08-30,284.622
2010-08-31,280.204
2010-08-31,280.204
2010-09-03,281.736
2010-09-03,281.736
2010-09-04,283.329
2010-09-04,283.329
2010-09-05,281.806
2010-09-05,281.806
2010-09-06,279.864
2010-09-06,279.864
2010-09-07,284.441
2010-09-07,284.441
2010-09-08,286.142
2010-09-08,286.142
2010-09-09,285.237
2010-09-09,285.237
2010-09-10,285.069
2010-09-10,285.069
2010-09-12,284.072
2010-09-12,284.072
2010-09-13,282.12
2010-09-13,282.12
2010-09-14,282.698
2010-09-14,282.698
2010-09-15,285.136
2010-09-15,285.136
2010-09-16,285.277
2010-09-16,285.277
2010-09-17,284.421
2010-09-17,284.421
2010-09-19,285.489
2010-09-19,285.489
2010-09-20,284.926
2010-09-20,284.926
2010-09-21,285.243
2010-09-21,285.243
2010-09-23,283.983
2010-09-23,283.983
2010-09-25,285.275
2010-09-25,285.275
2010-09-26,285.043
2010-09-26,285.043
2010-09-28,284.74
2010-09-28,284.74
2010-09-30,285.75
2010-09-30,285.75
2010-10-05,285.92
2010-10-05,285.92
2010-10-06,284.956
2010-10-06,284.956
2010-10-07,285.425
2010-10-07,285.425
2010-10-09,285.526
2010-10-09,285.526
2010-10-14,286.6
2010-10-14,286.6
2010-10-15,288.086
2010-10-15,288.086
2010-11-11,291.595
2010-11-11,291.595
2010-11-12,291.874
2010-11-12,291.874
2010-11-13,290.696
2010-11-13,290.696
2010-11-26,296.17
2010-11-26,296.17
2010-12-05,295.674
2010-12-05,295.674
2010-12-06,290.905
2010-12-06,290.905
2010-12-07,285.92
2010-12-07,285.92
2010-12-10,293.679
2010-12-10,293.679
2010-12-11,290.311
2010-12-11,290.311
2010-12-15,291.516
2010-12-15,291.516
2010-12-16,293.407
2010-12-16,293.407
2010-12-20,292.98
2010-12-20,292.98
2010-12-22,291.58
2010-12-22,291.58
2010-12-26,292.585
2010-12-26,292.585
2010-12-27,294.374
2010-12-27,294.374
2010-12-28,288.952
2010-12-28,288.952
2010-12-29,290.201
2010-12-29,290.201
2010-12-30,285.316
2010-12-30,285.316
2010-12-31,288.834
2010-12-31,288.834
2011-01-01,289.561
2011-01-01,289.561
2011-01-04,290.779
2011-01-04,290.779
2011-01-05,290.924
2011-01-05,290.924
2011-01-07,294.66
2011-01-07,294.66
2011-01-09,284.435
2011-01-09,284.435
2011-01-10,283.723
2011-01-10,283.723
2011-01-12,291.19
2011-01-12,291.19
2011-01-13,284.638
2011-01-13,284.638
2011-01-14,283.33
2011-01-14,283.33
2011-01-27,291.312
2011-01-27,291.312
2011-01-28,290.76
2011-01-28,290.76
2011-01-29,285.29
2011-01-29,285.29
2011-01-31,293.087
2011-01-31,293.087
2011-02-01,283.487
2011-02-01,283.487
2011-02-02,285.263
2011-02-02,285.263
2011-02-07,286.577
2011-02-07,286.577
2011-02-10,288.619
2011-02-10,288.619
2011-02-11,285.747
2011-02-11,285.747
2011-02-12,286.136
2011-02-12,286.136
2011-02-13,284.64
2011-02-13,284.64
2011-02-14,284.39
2011-02-14,284.39
2011-02-15,285.17
2011-02-15,285.17
2011-02-16,288.607
2011-02-16,288.607
2011-02-17,284.372
2011-02-17,284.372
2011-02-18,282.372
2011-02-18,282.372
2011-02-19,287.175
2011-02-19,287.175
2011-02-20,283.188
2011-02-20,283.188
2011-02-21,282.702
2011-02-21,282.702
2011-02-22,287.804
2011-02-22,287.804
2011-02-24,287.332
2011-02-24,287.332
2011-02-25,287.425
2011-02-25,287.425
2011-02-26,285.574
2011-02-26,285.574
2011-02-27,288.445
2011-02-27,288.445
2011-03-01,289.951
2011-03-01,289.951
2011-03-02,288.115
2011-03-02,288.115
2011-03-03,286.876
2011-03-03,286.876
2011-03-04,286.036
2011-03-04,286.036
2011-03-05,287.407
2011-03-05,287.407
2011-03-06,288.602
2011-03-06,288.602
2011-03-07,287.589
2011-03-07,287.589
2011-03-08,285.894
2011-03-08,285.894
2011-03-09,287.244
2011-03-09,287.244
2011-03-10,286.079
2011-03-10,286.079
2011-03-11,287.827
2011-03-11,287.827
2011-03-12,285.407
2011-03-12,285.407
2011-03-13,286.558
2011-03-13,286.558
2011-03-14,284.012
2011-03-14,284.012
2011-03-15,288.107
2011-03-15,288.107
2011-03-16,288.689
2011-03-16,288.689
2011-03-17,287.182
2011-03-17,287.182
2011-03-18,284.714
2011-03-18,284.714
2011-03-19,281.726
2011-03-19,281.726
2011-03-20,286.673
2011-03-20,286.673
2011-03-21,287.266
2011-03-21,287.266
2011-03-22,286.991
2011-03-22,286.991
2011-03-23,287.744
2011-03-23,287.744
2011-03-24,288.011
2011-03-24,288.011
2011-03-25,287.557
2011-03-25,287.557
2011-03-26,287.659
2011-03-26,287.659
2011-03-27,279.382
2011-03-27,279.382
2011-03-28,286.501
2011-03-28,286.501
2011-03-29,276.405
2011-03-29,276.405
2011-03-30,287.039
2011-03-30,287.039
2011-03-31,287.913
2011-03-31,287.913
2011-04-01,286.817
2011-04-01,286.817
2011-04-02,284.47
2011-04-02,284.47
2011-04-03,280.605
2011-04-03,280.605
2011-04-04,286.795
2011-04-04,286.795
2011-04-05,285.175
2011-04-05,285.175
2011-04-06,285.8
2011-04-06,285.8
2011-04-07,285.78
2011-04-07,285.78
2011-04-08,287.962
2011-04-08,287.962
2011-04-09,285.16
2011-04-09,285.16
2011-04-10,284.868
2011-04-10,284.868
2011-04-11,285.358
2011-04-11,285.358
2011-04-12,285.18
2011-04-12,285.18
2011-04-13,286.462
2011-04-13,286.462
2011-04-14,285.034
2011-04-14,285.034
2011-04-15,285.276
2011-04-15,285.276
2011-04-16,285.137
2011-04-16,285.137
2011-04-17,285.477
2011-04-17,285.477
2011-04-18,287.341
2011-04-18,287.341
2011-04-19,286.3
2011-04-19,286.3
2011-04-20,284.265
2011-04-20,284.265
2011-04-21,284.354
2011-04-21,284.354
2011-04-22,285.741
2011-04-22,285.741
2011-04-23,286.188
2011-04-23,286.188
2011-04-24,283.189
2011-04-24,283.189
2011-04-25,284.365
2011-04-25,284.365
2011-04-26,284.328
2011-04-26,284.328
2011-04-27,285.973
2011-04-27,285.973
2011-04-28,284.782
2011-04-28,284.782
2011-04-29,283.328
2011-04-29,283.328
2011-04-30,281.696
2011-04-30,281.696
2011-05-01,277.943
2011-05-01,277.943
2011-05-02,280.93
2011-05-02,280.93
2011-05-03,282.941
2011-05-03,282.941
2011-05-04,281.996
2011-05-04,281.996
2011-05-05,283.01
2011-05-05,283.01
2011-05-06,282.981
2011-05-06,282.981
2011-05-07,285.048
2011-05-07,285.048
2011-05-08,284.502
2011-05-08,284.502
2011-05-09,283.666
2011-05-09,283.666
2011-05-10,280.659
2011-05-10,280.659
2011-05-11,279.505
2011-05-11,279.505
2011-05-12,280.729
2011-05-12,280.729
2011-05-13,281.773
2011-05-13,281.773
2011-05-14,281.774
2011-05-14,281.774
2011-05-15,281.574
2011-05-15,281.574
2011-05-16,281.336
2011-05-16,281.336
2011-05-17,281.601
2011-05-17,281.601
2011-05-18,280.218
2011-05-18,280.218
2011-05-19,280.258
2011-05-19,280.258
2011-05-20,279.287
2011-05-20,279.287
2011-05-21,280.959
2011-05-21,280.959
2011-05-22,281.57
2011-05-22,281.57
2011-05-23,281.52
2011-05-23,281.52
2011-05-24,282.178
2011-05-24,282.178
2011-05-26,283.563
2011-05-26,283.563
2011-05-27,283.13
2011-05-27,283.13
2011-05-28,281.776
2011-05-28,281.776
2011-05-29,282.163
2011-05-29,282.163
2011-05-30,282.022
2011-05-30,282.022
2011-05-31,282.339
2011-05-31,282.339
2011-06-01,278.029
2011-06-01,278.029
2011-06-02,280.064
2011-06-02,280.064
2011-06-03,277.808
2011-06-03,277.808
2011-06-04,280.511
2011-06-04,280.511
2011-06-05,282.365
2011-06-05,282.365
2011-06-06,276.985
2011-06-06,276.985
2011-06-07,278.755
2011-06-07,278.755
2011-06-08,278.443
2011-06-08,278.443
2011-06-09,279.006
2011-06-09,279.006
2011-06-10,279.643
2011-06-10,279.643
2011-06-11,279.246
2011-06-11,279.246
2011-06-12,279.201
2011-06-12,279.201
2011-06-13,279.466
2011-06-13,279.466
2011-06-14,280.107
2011-06-14,280.107
2011-06-15,280.934
2011-06-15,280.934
2011-06-16,279.533
2011-06-16,279.533
2011-06-17,278.981
2011-06-17,278.981
2011-06-18,280.875
2011-06-18,280.875
2011-06-19,280.508
2011-06-19,280.508
2011-06-20,280.952
2011-06-20,280.952
2011-06-21,279.892
2011-06-21,279.892
2011-06-22,280.43
2011-06-22,280.43
2011-06-23,280.976
2011-06-23,280.976
2011-06-24,281.794
2011-06-24,281.794
2011-06-25,280.602
2011-06-25,280.602
2011-06-26,279.727
2011-06-26,279.727
2011-06-27,279.518
2011-06-27,279.518
2011-06-28,279.304
2011-06-28,279.304
2011-06-29,279.029
2011-06-29,279.029
2011-06-30,277.494
2011-06-30,277.494
2011-07-01,273.422
2011-07-01,273.422
2011-07-02,271.607
2011-07-02,271.607
2011-07-05,274.068
2011-07-05,274.068
2011-07-06,280.398
2011-07-06,280.398
2011-07-07,275.676
2011-07-07,275.676
2011-07-08,278.859
2011-07-08,278.859
2011-07-09,280.683
2011-07-09,280.683
2011-07-10,278.029
2011-07-10,278.029
2011-07-11,278.018
2011-07-11,278.018
2011-07-12,277.687
2011-07-12,277.687
2011-07-13,279.328
2011-07-13,279.328
2011-07-14,280.797
2011-07-14,280.797
2011-07-15,279.145
2011-07-15,279.145
2011-07-16,278.252
2011-07-16,278.252
2011-07-17,278.61
2011-07-17,278.61
2011-07-18,279.178
2011-07-18,279.178
2011-07-19,278.782
2011-07-19,278.782
2011-07-20,279.917
2011-07-20,279.917
2011-07-21,276.605
2011-07-21,276.605
2011-07-22,278.464
2011-07-22,278.464
2011-07-23,280.546
2011-07-23,280.546
2011-07-24,280.727
2011-07-24,280.727
2011-07-25,280.554
2011-07-25,280.554
2011-07-26,279.698
2011-07-26,279.698
2011-07-27,280.344
2011-07-27,280.344
2011-07-28,279.92
2011-07-28,279.92
2011-07-29,277.386
2011-07-29,277.386
2011-07-30,273.562
2011-07-30,273.562
2011-07-31,272.974
2011-07-31,272.974
2011-08-01,273.087
2011-08-01,273.087
2011-08-02,277.719
2011-08-02,277.719
2011-08-03,277.655
2011-08-03,277.655
2011-08-04,278.581
2011-08-04,278.581
2011-08-05,278.993
2011-08-05,278.993
2011-08-06,278.565
2011-08-06,278.565
2011-08-07,282.246
2011-08-07,282.246
2011-08-08,280.907
2011-08-08,280.907
2011-08-09,278.411
2011-08-09,278.411
2011-08-10,281.661
2011-08-10,281.661
2011-08-11,281.727
2011-08-11,281.727
2011-08-12,283.246
2011-08-12,283.246
2011-08-13,278.27
2011-08-13,278.27
2011-08-14,281.875
2011-08-14,281.875
2011-08-15,280.922
2011-08-15,280.922
2011-08-16,281.473
2011-08-16,281.473
2011-08-17,282.003
2011-08-17,282.003
2011-08-18,281.167
2011-08-18,281.167
2011-08-19,280.415
2011-08-19,280.415
2011-08-20,280.648
2011-08-20,280.648
2011-08-21,278.507
2011-08-21,278.507
2011-08-22,278.379
2011-08-22,278.379
2011-08-23,279.508
2011-08-23,279.508
2011-08-24,280.311
2011-08-24,280.311
2011-08-26,280.915
2011-08-26,280.915
2011-08-27,275.756
2011-08-27,275.756
2011-08-28,281.278
2011-08-28,281.278
2011-08-29,280.698
2011-08-29,280.698
2011-08-30,281.952
2011-08-30,281.952
2011-08-31,285.6
2011-08-31,285.6
2011-09-01,285.024
2011-09-01,285.024
2011-09-02,284.304
2011-09-02,284.304
2011-09-03,283.279
2011-09-03,283.279
2011-09-04,283.13
2011-09-04,283.13
2011-09-05,285.198
2011-09-05,285.198
2011-09-06,283.878
2011-09-06,283.878
2011-09-07,281.448
2011-09-07,281.448
2011-09-08,279.922
2011-09-08,279.922
2011-09-09,274.78
2011-09-09,274.78
2011-09-10,282.19
2011-09-10,282.19
2011-09-11,283.196
2011-09-11,283.196
2011-09-12,283.732
2011-09-12,283.732
2011-09-13,283.944
2011-09-13,283.944
2011-09-14,284.981
2011-09-14,284.981
2011-09-15,285.71
2011-09-15,285.71
2011-09-16,283.636
2011-09-16,283.636
2011-09-17,283.101
2011-09-17,283.101
2011-09-18,280.712
2011-09-18,280.712
2011-09-19,285.376
2011-09-19,285.376
2011-09-20,284.742
2011-09-20,284.742
2011-09-21,283.927
2011-09-21,283.927
2011-09-22,283.958
2011-09-22,283.958
2011-09-23,279.471
2011-09-23,279.471
2011-09-24,284.77
2011-09-24,284.77
2011-09-25,286.432
2011-09-25,286.432
2011-09-26,286.709
2011-09-26,286.709
2011-09-27,285.523
2011-09-27,285.523
2011-09-28,286.162
2011-09-28,286.162
2011-09-29,289.47
2011-09-29,289.47
2011-09-30,286.725
2011-09-30,286.725
2011-10-01,284.623
2011-10-01,284.623
2011-10-02,283.246
2011-10-02,283.246
2011-10-03,284.96
2011-10-03,284.96
2011-10-04,287.824
2011-10-04,287.824
2011-10-05,285.413
2011-10-05,285.413
2011-10-06,286.343
2011-10-06,286.343
2011-10-07,284.422
2011-10-07,284.422
2011-10-08,285.13
2011-10-08,285.13
2011-10-09,285.96
2011-10-09,285.96
2011-10-10,284.334
2011-10-10,284.334
2011-10-11,284.283
2011-10-11,284.283
2011-10-12,272.788
2011-10-12,272.788
2011-10-15,275.883
2011-10-15,275.883
2011-10-16,271.863
2011-10-16,271.863
2011-10-17,278.28
2011-10-17,278.28
2011-10-18,283.764
2011-10-18,283.764
2011-10-19,285.16
2011-10-19,285.16
2011-10-20,285.031
2011-10-20,285.031
2011-10-21,285.026
2011-10-21,285.026
2011-10-22,285.011
2011-10-22,285.011
2011-10-24,287.087
2011-10-24,287.087
2011-10-25,285.089
2011-10-25,285.089
2011-10-26,279.362
2011-10-26,279.362
2011-10-27,282.793
2011-10-27,282.793
2011-10-28,288.547
2011-10-28,288.547
2011-10-29,289.545
2011-10-29,289.545
2011-10-30,284.076
2011-10-30,284.076
2011-10-31,288.794
2011-10-31,288.794
2011-11-01,287.219
2011-11-01,287.219
2011-11-02,290.247
2011-11-02,290.247
2011-11-03,290.443
2011-11-03,290.443
2011-11-04,289.24
2011-11-04,289.24
2011-11-05,288.806
2011-11-05,288.806
2011-11-06,288.273
2011-11-06,288.273
2011-11-07,292.662
2011-11-07,292.662
2011-11-08,291.191
2011-11-08,291.191
2011-11-09,290.765
2011-11-09,290.765
2011-11-10,288.755
2011-11-10,288.755
2011-11-12,292.35
2011-11-12,292.35
2011-11-13,290.019
2011-11-13,290.019
2011-11-14,287.854
2011-11-14,287.854
2011-11-15,290.735
2011-11-15,290.735
2011-11-16,291.306
2011-11-16,291.306
2011-11-17,289.481
2011-11-17,289.481
2011-11-18,287.451
2011-11-18,287.451
2011-11-19,290.737
2011-11-19,290.737
2011-11-20,291.7
2011-11-20,291.7
2011-11-21,289.667
2011-11-21,289.667
2011-11-23,283.09
2011-11-23,283.09
2011-11-24,289.441
2011-11-24,289.441
2011-11-25,287.88
2011-11-25,287.88
2011-11-26,296.766
2011-11-26,296.766
2011-11-27,292.4
2011-11-27,292.4
2011-11-28,293.837
2011-11-28,293.837
2011-11-29,290.516
2011-11-29,290.516
2011-12-01,296.47
2011-12-01,296.47
2011-12-02,297.133
2011-12-02,297.133
2011-12-03,291.77
2011-12-03,291.77
2011-12-04,289.281
2011-12-04,289.281
2011-12-05,290.619
2011-12-05,290.619
2011-12-06,295.853
2011-12-06,295.853
2011-12-07,292.882
2011-12-07,292.882
2011-12-10,290.415
2011-12-10,290.415
2011-12-11,292.814
2011-12-11,292.814
2011-12-13,286.637
2011-12-13,286.637
2011-12-15,288.935
2011-12-15,288.935
2011-12-16,290.479
2011-12-16,290.479
2011-12-17,288.869
2011-12-17,288.869
2011-12-18,282.008
2011-12-18,282.008
2011-12-19,289.332
2011-12-19,289.332
2011-12-21,294.354
2011-12-21,294.354
2011-12-22,292.773
2011-12-22,292.773
2011-12-23,278.775
2011-12-23,278.775
2011-12-24,288.091
2011-12-24,288.091
2011-12-26,289.204
2011-12-26,289.204
2011-12-27,291.898
2011-12-27,291.898
2011-12-28,287.692
2011-12-28,287.692
2012-01-01,288.709
2012-01-01,288.709
2012-01-02,286.96
2012-01-02,286.96
2012-01-03,293.63
2012-01-03,293.63
2012-01-04,292.447
2012-01-04,292.447
2012-01-05,288.326
2012-01-05,288.326
2012-01-06,286.563
2012-01-06,286.563
2012-01-07,287.288
2012-01-07,287.288
2012-01-08,288.822
2012-01-08,288.822
2012-01-09,290.227
2012-01-09,290.227
2012-01-10,288.273
2012-01-10,288.273
2012-01-11,288.723
2012-01-11,288.723
2012-01-12,288.632
2012-01-12,288.632
2012-01-13,287.591
2012-01-13,287.591
2012-01-14,289.583
2012-01-14,289.583
2012-01-15,287.655
2012-01-15,287.655
2012-01-16,287.154
2012-01-16,287.154
2012-01-17,288.231
2012-01-17,288.231
2012-01-18,289.343
2012-01-18,289.343
2012-01-19,289.724
2012-01-19,289.724
2012-01-20,288.216
2012-01-20,288.216
2012-01-21,287.585
2012-01-21,287.585
2012-01-22,287.799
2012-01-22,287.799
2012-01-26,286.966
2012-01-26,286.966
2012-01-27,286.863
2012-01-27,286.863
2012-01-28,290.683
2012-01-28,290.683
2012-01-30,281.601
2012-01-30,281.601
2012-02-02,290.343
2012-02-02,290.343
2012-02-03,288.992
2012-02-03,288.992
2012-02-04,284.899
2012-02-04,284.899
2012-02-05,284.868
2012-02-05,284.868
2012-02-06,287.317
2012-02-06,287.317
2012-02-07,281.067
2012-02-07,281.067
2012-02-08,285.943
2012-02-08,285.943
2012-02-09,277.826
2012-02-09,277.826
2012-02-11,288.837
2012-02-11,288.837
2012-02-12,274.42
2012-02-12,274.42
2012-02-13,287.802
2012-02-13,287.802
2012-02-14,284.786
2012-02-14,284.786
2012-02-18,283.808
2012-02-18,283.808
2012-02-19,283.375
2012-02-19,283.375
2012-02-21,286.348
2012-02-21,286.348
2012-02-22,287.489
2012-02-22,287.489
2012-02-23,287.272
2012-02-23,287.272
2012-02-24,284.212
2012-02-24,284.212
2012-02-25,284.119
2012-02-25,284.119
2012-02-26,288.618
2012-02-26,288.618
2012-02-27,283.527
2012-02-27,283.527
2012-02-28,287.698
2012-02-28,287.698
2012-02-29,286.967
2012-02-29,286.967
2012-03-02,285.638
2012-03-02,285.638
2012-03-03,286.845
2012-03-03,286.845
2012-03-04,286.135
2012-03-04,286.135
2012-03-05,287.418
2012-03-05,287.418
2012-03-07,287.101
2012-03-07,287.101
2012-03-08,286.043
2012-03-08,286.043
2012-03-09,284.633
2012-03-09,284.633
2012-03-10,286.281
2012-03-10,286.281
2012-03-11,282.239
2012-03-11,282.239
2012-03-12,287.201
2012-03-12,287.201
2012-03-13,285.199
2012-03-13,285.199
2012-03-15,285.386
2012-03-15,285.386
2012-03-16,287.259
2012-03-16,287.259
2012-03-17,288.234
2012-03-17,288.234
2012-03-18,288.624
2012-03-18,288.624
2012-03-19,288.211
2012-03-19,288.211
2012-03-20,287.236
2012-03-20,287.236
2012-03-21,288.966
2012-03-21,288.966
2012-03-22,288.6
2012-03-22,288.6
2012-03-23,272.919
2012-03-23,272.919
2012-03-24,280.366
2012-03-24,280.366
2012-03-25,287.393
2012-03-25,287.393
2012-03-26,286.679
2012-03-26,286.679
2012-03-27,284.183
2012-03-27,284.183
2012-03-28,285.894
2012-03-28,285.894
2012-03-29,281.687
2012-03-29,281.687
2012-03-30,282.124
2012-03-30,282.124
2012-03-31,286.798
2012-03-31,286.798
2012-04-01,287.052
2012-04-01,287.052
2012-04-02,286.648
2012-04-02,286.648
2012-04-03,286.322
2012-04-03,286.322
2012-04-04,280.941
2012-04-04,280.941
2012-04-05,286.067
2012-04-05,286.067
2012-04-06,286.667
2012-04-06,286.667
2012-04-07,274.084
2012-04-07,274.084
2012-04-08,286.435
2012-04-08,286.435
2012-04-09,283.184
2012-04-09,283.184
2012-04-10,286.298
2012-04-10,286.298
2012-04-11,284.633
2012-04-11,284.633
2012-04-12,286.096
2012-04-12,286.096
2012-04-13,286.385
2012-04-13,286.385
2012-04-14,285.171
2012-04-14,285.171
2012-04-16,285.578
2012-04-16,285.578
2012-04-17,284.587
2012-04-17,284.587
2012-04-18,280.43
2012-04-18,280.43
2012-04-19,286.576
2012-04-19,286.576
2012-04-20,285.875
2012-04-20,285.875
2012-04-21,282.841
2012-04-21,282.841
2012-04-22,285.977
2012-04-22,285.977
2012-04-23,281.983
2012-04-23,281.983
2012-04-24,285.825
2012-04-24,285.825
2012-04-25,283.361
2012-04-25,283.361
2012-04-26,283.029
2012-04-26,283.029
2012-04-27,277.172
2012-04-27,277.172
2012-04-28,282.388
2012-04-28,282.388
2012-04-29,283.129
2012-04-29,283.129
2012-04-30,282.339
2012-04-30,282.339
2012-05-01,281.39
2012-05-01,281.39
2012-05-02,280.963
2012-05-02,280.963
2012-05-03,284.057
2012-05-03,284.057
2012-05-04,284.975
2012-05-04,284.975
2012-05-05,284.521
2012-05-05,284.521
2012-05-06,284.336
2012-05-06,284.336
2012-05-07,284.449
2012-05-07,284.449
2012-05-08,285.091
2012-05-08,285.091
2012-05-09,284.546
2012-05-09,284.546
2012-05-10,282.827
2012-05-10,282.827
2012-05-11,282.58
2012-05-11,282.58
2012-05-12,282.53
2012-05-12,282.53
2012-05-13,280.955
2012-05-13,280.955
2012-05-14,279.829
2012-05-14,279.829
2012-05-15,280.96
2012-05-15,280.96
2012-05-16,280.247
2012-05-16,280.247
2012-05-17,281.516
2012-05-17,281.516
2012-05-18,281.906
2012-05-18,281.906
2012-05-19,281.237
2012-05-19,281.237
2012-05-20,273.631
2012-05-20,273.631
2012-05-21,279.535
2012-05-21,279.535
2012-05-22,281.04
2012-05-22,281.04
2012-05-23,281.419
2012-05-23,281.419
2012-05-24,280.902
2012-05-24,280.902
2012-05-25,272.534
2012-05-25,272.534
2012-05-26,280.189
2012-05-26,280.189
2012-05-27,280.033
2012-05-27,280.033
2012-05-28,281.41
2012-05-28,281.41
2012-05-29,281.093
2012-05-29,281.093
2012-05-30,280.986
2012-05-30,280.986
2012-05-31,281.295
2012-05-31,281.295
2012-06-01,281.798
2012-06-01,281.798
2012-06-02,281.893
2012-06-02,281.893
2012-06-03,281.504
2012-06-03,281.504
2012-06-04,280.815
2012-06-04,280.815
2012-06-05,280.255
2012-06-05,280.255
2012-06-06,280.698
2012-06-06,280.698
2012-06-07,280.759
2012-06-07,280.759
2012-06-08,280.376
2012-06-08,280.376
2012-06-09,280.484
2012-06-09,280.484
2012-06-10,280.161
2012-06-10,280.161
2012-06-11,281.123
2012-06-11,281.123
2012-06-12,281.317
2012-06-12,281.317
2012-06-13,276.79
2012-06-13,276.79
2012-06-14,276.144
2012-06-14,276.144
2012-06-16,279.355
2012-06-16,279.355
2012-06-17,280.531
2012-06-17,280.531
2012-06-18,277.478
2012-06-18,277.478
2012-06-19,279.172
2012-06-19,279.172
2012-06-20,279.017
2012-06-20,279.017
2012-06-21,276.912
2012-06-21,276.912
2012-06-22,279.059
2012-06-22,279.059
2012-06-23,278.523
2012-06-23,278.523
2012-06-24,279.462
2012-06-24,279.462
2012-06-25,279.503
2012-06-25,279.503
2012-06-26,279.472
2012-06-26,279.472
2012-06-27,279.155
2012-06-27,279.155
2012-06-28,278.821
2012-06-28,278.821
2012-06-29,279.085
2012-06-29,279.085
2012-06-30,279.921
2012-06-30,279.921
2012-07-01,280.204
2012-07-01,280.204
2012-07-02,277.891
2012-07-02,277.891
2012-07-03,279.76
2012-07-03,279.76
2012-07-04,280.256
2012-07-04,280.256
2012-07-05,280.181
2012-07-05,280.181
2012-07-06,276.605
2012-07-06,276.605
2012-07-07,278.134
2012-07-07,278.134
2012-07-08,278.98
2012-07-08,278.98
2012-07-09,280.535
2012-07-09,280.535
2012-07-10,281.975
2012-07-10,281.975
2012-07-11,281.107
2012-07-11,281.107
2012-07-12,272.339
2012-07-12,272.339
2012-07-13,280.195
2012-07-13,280.195
2012-07-14,278.514
2012-07-14,278.514
2012-07-15,281.735
2012-07-15,281.735
2012-07-16,280.11
2012-07-16,280.11
2012-07-17,279.213
2012-07-17,279.213
2012-07-18,278.986
2012-07-18,278.986
2012-07-19,279.49
2012-07-19,279.49
2012-07-20,279.885
2012-07-20,279.885
2012-07-21,279.624
2012-07-21,279.624
2012-07-22,279.699
2012-07-22,279.699
2012-07-23,279.906
2012-07-23,279.906
2012-07-24,280.654
2012-07-24,280.654
2012-07-25,281.067
2012-07-25,281.067
2012-07-26,280.329
2012-07-26,280.329
2012-07-27,280.171
2012-07-27,280.171
2012-07-28,280.556
2012-07-28,280.556
2012-07-29,280.063
